Date,Open,High,Low,Close,Adj Close,Volume
2018-07-11,982.799988,987.599976,970.200012,981.200012,968.313965,2807776
2018-07-12,983.400024,996.000000,980.599976,991.000000,977.985229,3557540
2018-07-13,996.799988,1003.500000,990.200012,990.799988,977.787842,4954316
2018-07-16,989.400024,1001.500000,977.200012,979.526001,966.661926,3788751
2018-07-17,982.400024,989.000000,972.000000,982.799988,969.892944,7460028
2018-07-18,985.599976,993.799988,983.599976,987.799988,974.827271,3647883
2018-07-19,982.599976,999.000000,982.599976,995.000000,981.932678,7576713
2018-07-20,997.000000,997.000000,973.200012,990.000000,976.998413,3129831
2018-07-23,989.599976,989.599976,978.599976,982.799988,969.892944,1756556
2018-07-24,986.000000,991.200012,973.200012,988.400024,975.419373,9166018
2018-07-25,985.000000,992.400024,981.000000,989.599976,976.603577,3722489
2018-07-26,995.000000,1000.000000,986.400024,995.000000,981.932678,3206030
2018-07-27,999.000000,1000.000000,986.200012,994.000000,980.945862,3548571
2018-07-30,988.000000,994.000000,980.200012,990.200012,977.195801,2824055
2018-07-31,992.400024,1000.000000,987.599976,991.000000,977.985229,3805628
2018-08-01,992.799988,1000.500000,980.000000,987.799988,974.827271,4391290
2018-08-02,1037.000000,1065.500000,966.400024,1058.000000,1044.105347,15217285
2018-08-03,1064.000000,1104.500000,1062.500000,1094.000000,1079.632446,22728290
2018-08-06,1093.500000,1094.000000,1080.500000,1081.500000,1067.296753,5162090
2018-08-07,1080.000000,1098.500000,1072.500000,1083.500000,1069.270386,7271018
2018-08-08,1084.500000,1093.000000,1083.000000,1089.000000,1074.698242,5057136
2018-08-09,1086.000000,1088.000000,1076.000000,1084.000000,1069.763916,3331639
2018-08-10,1050.000000,1061.000000,1040.500000,1044.000000,1030.289185,5561953
2018-08-13,1036.000000,1041.000000,1034.500000,1037.000000,1023.381104,3267471
2018-08-14,1041.500000,1047.000000,1033.000000,1033.500000,1019.927063,2930057
2018-08-15,1036.500000,1038.500000,999.400024,1005.000000,991.801392,4879987
2018-08-16,1010.500000,1021.500000,1009.500000,1015.000000,1001.669983,3588443
2018-08-17,1012.000000,1024.500000,1012.000000,1023.500000,1010.058411,4178911
2018-08-20,1023.000000,1034.000000,1016.000000,1029.500000,1015.979614,2795623
2018-08-21,1029.500000,1030.000000,1020.000000,1023.500000,1010.058411,2548023
2018-08-22,1014.500000,1023.000000,1008.500000,1016.000000,1002.656921,4084815
2018-08-23,1019.000000,1019.500000,1005.000000,1007.000000,993.775085,2896566
2018-08-24,1009.000000,1014.500000,1003.500000,1010.000000,996.735718,4427619
2018-08-28,1024.000000,1024.000000,1002.500000,1011.000000,997.722534,4143476
2018-08-29,1014.000000,1021.000000,1011.000000,1016.000000,1002.656921,3754672
2018-08-30,1017.000000,1017.000000,1003.500000,1016.500000,1003.150330,3590423
2018-08-31,1012.500000,1013.500000,1005.000000,1005.000000,991.801392,8394408
2018-09-03,1006.500000,1013.000000,1005.000000,1009.500000,996.242249,3684984
2018-09-04,1012.000000,1015.000000,998.400024,1000.000000,986.867004,4202767
2018-09-05,1000.000000,1004.000000,963.799988,966.599976,953.905640,8686370
2018-09-06,964.799988,986.599976,964.799988,974.200012,961.405884,16508469
2018-09-07,977.799988,981.799988,957.799988,970.000000,957.261047,7799199
2018-09-10,972.400024,977.799988,962.200012,973.200012,960.419006,5109225
2018-09-11,974.400024,975.000000,965.599976,975.000000,962.195313,6481212
2018-09-12,972.000000,973.599976,928.799988,964.400024,951.734558,10607430
2018-09-13,955.000000,958.799988,945.799988,955.000000,942.458008,5648789
2018-09-14,957.599976,982.799988,957.599976,981.200012,968.313965,6432829
2018-09-17,980.000000,985.000000,970.400024,982.799988,969.892944,3532108
2018-09-18,980.200012,985.000000,977.599976,978.400024,965.550720,3327430
2018-09-19,980.000000,991.400024,976.400024,988.000000,975.024658,3438480
2018-09-20,987.599976,995.799988,983.200012,995.599976,982.524780,3503040
2018-09-21,998.799988,1000.000000,985.000000,992.200012,979.169495,11338095
2018-09-24,985.000000,997.400024,981.200012,997.400024,984.301208,4820731
2018-09-25,996.200012,997.200012,984.799988,989.599976,976.603577,3614634
2018-09-26,989.200012,996.000000,983.400024,990.400024,977.393127,6228928
2018-09-27,985.200012,997.599976,964.400024,966.000000,953.313538,6913551
2018-09-28,965.200012,995.200012,963.599976,987.400024,974.432556,7629435
2018-10-01,986.599976,986.599976,973.400024,983.599976,970.682373,3994164
2018-10-02,980.000000,987.599976,974.599976,983.799988,970.879761,2795841
2018-10-03,985.000000,987.400024,980.799988,983.200012,970.287720,2607154
2018-10-04,980.000000,980.000000,963.000000,968.400024,955.682068,3011036
2018-10-05,967.400024,972.000000,959.000000,960.200012,947.589722,3162329
2018-10-08,957.400024,958.599976,916.599976,922.000000,909.891418,4920575
2018-10-09,926.400024,930.000000,919.599976,929.799988,917.588989,5731423
2018-10-10,924.599976,924.799988,885.799988,886.200012,874.561584,9671291
2018-10-11,878.000000,880.200012,866.599976,871.599976,860.153320,12096408
2018-10-12,876.799988,881.200012,872.000000,875.799988,864.298157,5445583
2018-10-15,872.400024,880.400024,863.599976,866.599976,855.218933,5564463
2018-10-16,867.599976,897.799988,864.799988,897.799988,886.009216,5855779
2018-10-17,902.000000,906.200012,887.200012,892.200012,880.482788,4797847
2018-10-18,893.599976,894.599976,873.400024,873.400024,861.929688,3740651
2018-10-19,874.000000,883.599976,868.000000,872.000000,860.548096,3857599
2018-10-22,875.200012,876.400024,859.799988,860.400024,849.100403,6978192
2018-10-23,852.000000,854.000000,835.400024,841.400024,830.349915,7273192
2018-10-24,851.000000,868.000000,837.400024,840.000000,828.968323,5053732
2018-10-25,831.599976,875.799988,831.599976,872.000000,865.286499,5461100
2018-10-26,862.599976,865.599976,747.000000,855.000000,848.417419,17658048
2018-10-29,851.000000,871.799988,831.200012,831.400024,824.999084,9120806
2018-10-30,833.599976,837.799988,805.200012,820.000000,813.686829,9532059
2018-10-31,828.799988,855.799988,826.400024,839.000000,832.540588,14512080
2018-11-01,832.000000,845.400024,822.599976,837.799988,831.349792,5988439
2018-11-02,852.000000,856.200012,826.000000,834.000000,827.579102,9133768
2018-11-05,841.400024,841.400024,823.000000,823.000000,816.663757,5775399
2018-11-06,825.799988,836.799988,815.599976,828.400024,822.022217,4129999
2018-11-07,832.799988,846.799988,832.599976,838.400024,831.945251,4340622
2018-11-08,843.799988,843.799988,830.000000,833.400024,826.983704,3402905
2018-11-09,831.000000,831.000000,810.000000,814.400024,808.130005,5089101
2018-11-12,822.599976,838.400024,819.000000,820.400024,814.083801,4434960
2018-11-13,820.599976,831.799988,813.400024,821.200012,814.877625,3926745
2018-11-14,816.200012,820.200012,797.799988,808.000000,801.779236,5175128
2018-11-15,812.400024,830.000000,807.200012,809.599976,803.366882,5220216
2018-11-16,816.200012,820.400024,797.599976,804.200012,798.008484,5292259
2018-11-19,803.599976,808.200012,787.000000,796.799988,790.665466,3482325
2018-11-20,793.200012,797.200012,780.400024,785.000000,778.956299,6167025
2018-11-21,788.000000,818.200012,780.000000,814.400024,808.130005,6783659
2018-11-22,818.200012,818.200012,795.200012,799.599976,793.443909,4009475
2018-11-23,800.000000,814.000000,791.400024,812.400024,806.145386,4151049
2018-11-26,821.200012,841.599976,816.000000,839.599976,833.135925,5576855
2018-11-27,842.000000,842.799988,830.000000,836.000000,829.563660,13775636
2018-11-28,836.799988,838.799988,825.599976,831.400024,824.999084,15752488
2018-11-29,837.400024,854.599976,833.200012,847.599976,841.074341,5395168
2018-11-30,851.599976,855.400024,841.000000,849.599976,843.058960,9278579
2018-12-03,861.799988,885.000000,860.400024,883.000000,876.201843,7341064
2018-12-04,860.000000,873.599976,852.200012,857.000000,850.401978,11619310
2018-12-05,846.200012,858.799988,828.799988,829.400024,823.014526,8308278
2018-12-06,820.000000,823.000000,788.000000,795.200012,789.077820,6330118
2018-12-07,802.000000,818.200012,788.400024,788.400024,782.330139,6349665
2018-12-10,792.400024,792.400024,758.599976,759.200012,753.354980,9625184
2018-12-11,764.400024,786.799988,764.000000,780.799988,774.788635,10395034
2018-12-12,793.000000,820.400024,788.400024,816.000000,809.717651,13814512
2018-12-13,816.000000,826.200012,808.799988,818.000000,811.702271,6245483
2018-12-14,807.400024,814.400024,792.000000,808.599976,802.374573,7186643
2018-12-17,807.400024,810.200012,797.599976,807.799988,801.580750,3692219
2018-12-18,806.200012,817.400024,798.200012,811.200012,804.954651,2950256
2018-12-19,812.200012,823.400024,811.799988,820.599976,814.282227,3129826
2018-12-20,807.200012,811.400024,800.000000,803.799988,797.611572,9729142
2018-12-21,804.799988,813.200012,801.400024,810.000000,803.763855,12818495
2018-12-24,796.599976,808.000000,795.599976,801.000000,794.833130,2715370
2018-12-27,822.400024,823.599976,803.200012,808.799988,802.573059,7140802
2018-12-28,816.799988,820.000000,808.599976,817.599976,811.305298,2228632
2018-12-31,816.400024,836.200012,816.400024,830.000000,823.609863,1402161
2019-01-02,820.799988,823.000000,803.000000,809.400024,803.168518,3148886
2019-01-03,801.599976,808.799988,788.200012,788.200012,782.131714,3638324
2019-01-04,802.799988,825.799988,792.200012,825.799988,819.442200,5168052
2019-01-07,834.400024,834.400024,802.200012,809.599976,803.366882,8372544
2019-01-08,812.200012,862.200012,812.200012,850.000000,843.455872,6556096
2019-01-09,862.799988,878.200012,853.799988,864.799988,858.141907,4628785
2019-01-10,859.000000,859.799988,844.000000,859.799988,853.180420,3632742
2019-01-11,879.599976,884.200012,866.200012,871.000000,864.294189,4374335
2019-01-14,864.000000,868.599976,859.000000,863.400024,856.752747,2830065
2019-01-15,866.200012,887.799988,866.200012,886.000000,879.178711,8270761
2019-01-16,889.000000,889.000000,870.400024,886.000000,879.178711,6864211
2019-01-17,876.799988,883.400024,854.000000,864.000000,857.348083,5459651
2019-01-18,869.200012,895.599976,869.200012,895.200012,888.307922,3949449
2019-01-21,892.000000,900.799988,891.400024,900.000000,893.070923,1776319
2019-01-22,900.400024,900.400024,883.200012,890.200012,883.346375,2789289
2019-01-23,888.200012,888.200012,871.200012,873.400024,866.675781,7130946
2019-01-24,880.000000,880.000000,867.000000,873.000000,866.278809,4481950
2019-01-25,876.599976,880.799988,867.799988,868.799988,862.111145,2775784
2019-01-28,859.799988,870.200012,858.200012,858.200012,851.592773,4189592
2019-01-29,862.200012,877.400024,858.000000,871.400024,864.691162,3822622
2019-01-30,874.000000,888.000000,870.400024,886.200012,879.377197,3299727
2019-01-31,890.000000,898.400024,878.799988,884.400024,877.591064,3806266
2019-02-01,888.200012,906.799988,888.200012,900.000000,893.070923,5279398
2019-02-04,900.000000,906.799988,890.599976,898.000000,891.086365,2577728
2019-02-05,899.799988,917.799988,887.000000,915.000000,907.955444,4394116
2019-02-06,910.000000,916.000000,903.200012,909.599976,902.596985,4135038
2019-02-07,903.400024,917.200012,902.799988,902.799988,895.849365,4446091
2019-02-08,899.400024,910.200012,896.799988,901.599976,894.658569,2460090
2019-02-11,910.000000,916.799988,902.400024,914.400024,907.360107,2598808
2019-02-12,914.599976,915.799988,902.200012,913.599976,906.566223,3291355
2019-02-13,932.000000,949.200012,927.000000,941.599976,934.350647,4337284
2019-02-14,945.400024,960.799988,945.200012,948.799988,941.495239,3124809
2019-02-15,950.799988,971.400024,944.000000,971.400024,963.921265,4348140
2019-02-18,968.599976,972.000000,962.000000,972.000000,964.516602,2527514
2019-02-19,968.400024,977.200012,960.599976,974.799988,967.295044,4971372
2019-02-20,977.200012,989.599976,973.799988,988.400024,980.790405,4806555
2019-02-21,990.799988,990.799988,975.200012,981.599976,974.042664,3771497
2019-02-22,982.000000,990.799988,979.400024,981.799988,974.241150,6696529
2019-02-25,982.000000,983.400024,971.799988,977.599976,970.073486,3016968
2019-02-26,972.200012,976.400024,961.599976,976.000000,968.485840,3864169
2019-02-27,955.000000,982.799988,948.400024,982.799988,975.233459,4051645
2019-02-28,997.599976,1003.500000,929.200012,955.000000,947.647522,17729962
2019-03-01,972.400024,972.400024,899.799988,905.000000,898.032471,13900355
2019-03-04,904.599976,910.599976,877.599976,895.200012,888.307922,10198441
2019-03-05,891.200012,914.200012,890.799988,913.000000,905.970886,4186411
2019-03-06,910.799988,918.799988,896.200012,900.000000,893.070923,5796852
2019-03-07,894.200012,903.000000,892.599976,900.000000,893.070923,3926212
2019-03-08,892.799988,896.799988,874.400024,881.799988,875.011047,3615803
2019-03-11,896.599976,900.200012,878.000000,885.400024,878.583374,3245898
2019-03-12,887.400024,890.000000,876.000000,887.200012,880.369507,3288090
2019-03-13,885.000000,891.000000,876.599976,889.200012,882.354126,4318061
2019-03-14,890.000000,899.200012,884.799988,898.599976,891.681702,5645863
2019-03-15,897.599976,904.799988,894.200012,897.599976,890.689392,7238689
2019-03-18,917.400024,917.400024,898.200012,908.400024,901.406311,4184839
2019-03-19,907.400024,922.000000,905.400024,918.799988,911.726196,2739713
2019-03-20,920.400024,924.000000,914.799988,921.400024,914.306213,4262339
2019-03-21,918.200012,930.599976,915.799988,925.000000,917.878479,4648771
2019-03-22,926.200012,930.799988,903.000000,904.000000,897.040161,4292820
2019-03-25,901.599976,903.599976,877.400024,895.000000,888.109436,4641932
2019-03-26,880.000000,898.799988,871.200012,891.599976,884.735596,5405963
2019-03-27,899.000000,904.000000,889.799988,891.799988,884.934082,2700683
2019-03-28,893.799988,905.599976,891.599976,899.599976,892.674011,3274837
2019-03-29,904.599976,909.400024,899.799988,903.200012,896.246338,3921192
2019-04-01,908.000000,919.000000,907.599976,917.200012,910.138550,5538525
2019-04-02,907.000000,917.000000,892.599976,907.000000,900.017029,7670069
2019-04-03,906.599976,910.000000,892.000000,910.000000,902.993958,10044190
2019-04-04,909.200012,909.200012,901.200012,904.000000,897.040161,5780745
2019-04-05,903.400024,927.599976,903.400024,926.799988,919.664612,9095081
2019-04-08,922.400024,929.400024,907.200012,910.799988,903.787781,3859664
2019-04-09,905.599976,907.400024,897.599976,898.799988,891.880188,3549620
2019-04-10,899.599976,899.799988,885.799988,889.000000,882.155640,5017108
2019-04-11,891.200012,893.400024,876.599976,880.000000,873.224915,5787765
2019-04-12,880.799988,894.599976,880.799988,891.799988,884.934082,4684384
2019-04-15,890.400024,898.200012,889.799988,891.000000,884.140259,3693875
2019-04-16,892.799988,901.200012,889.200012,901.200012,894.261719,18906984
2019-04-17,901.400024,913.599976,899.400024,907.000000,900.017029,3052504
2019-04-18,908.200012,910.599976,903.799988,907.799988,900.810852,2366314
2019-04-23,910.599976,920.799988,904.799988,915.200012,908.153931,29990323
2019-04-24,918.400024,922.599976,912.400024,922.200012,915.100037,4807897
2019-04-25,918.000000,927.000000,914.200012,927.000000,927.000000,4068258
2019-04-26,923.799988,925.799988,913.599976,916.000000,916.000000,6177083
2019-04-29,916.799988,924.799988,915.200012,922.799988,922.799988,4594419
2019-04-30,917.200012,921.599976,910.599976,914.599976,914.599976,4943298
2019-05-01,920.000000,920.000000,905.799988,915.799988,915.799988,2257158
2019-05-02,910.599976,932.400024,907.400024,921.400024,921.400024,4859212
2019-05-03,919.000000,942.599976,916.400024,934.200012,934.200012,7104626
2019-05-07,931.200012,931.200012,910.599976,912.599976,912.599976,4955059
2019-05-08,911.799988,919.799988,901.200012,914.400024,914.400024,5902505
2019-05-09,907.200012,920.000000,901.599976,913.799988,913.799988,4536044
2019-05-10,920.000000,928.599976,914.400024,918.599976,918.599976,10019072
2019-05-13,917.200012,920.400024,896.400024,897.799988,897.799988,5401715
2019-05-14,901.200012,908.799988,900.400024,907.599976,907.599976,5534028
2019-05-15,910.000000,917.599976,909.000000,916.000000,916.000000,4116527
2019-05-16,915.799988,934.599976,913.000000,934.599976,934.599976,4842902
2019-05-17,934.599976,940.599976,930.000000,937.000000,937.000000,5872424
2019-05-20,935.799988,944.000000,925.799988,941.200012,941.200012,4815698
2019-05-21,943.400024,945.599976,913.599976,918.000000,918.000000,4811559
2019-05-22,923.200012,926.000000,909.000000,919.400024,919.400024,5308392
2019-05-23,917.799988,917.799988,886.200012,890.000000,890.000000,4530346
2019-05-24,891.400024,899.000000,881.000000,888.200012,888.200012,5179593
2019-05-28,893.599976,894.400024,874.200012,874.200012,874.200012,9214056
