"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 22, 2019","5,558.63","5,549.19","5,567.86","5,545.61","-","0.11%"
"Jul 19, 2019","5,552.34","5,580.99","5,598.00","5,534.25","67.54M","0.03%"
"Jul 18, 2019","5,550.55","5,538.03","5,585.81","5,533.47","65.22M","-0.38%"
"Jul 17, 2019","5,571.71","5,602.25","5,621.21","5,567.85","65.73M","-0.76%"
"Jul 16, 2019","5,614.38","5,574.18","5,626.79","5,573.36","68.07M","0.65%"
"Jul 15, 2019","5,578.21","5,581.11","5,606.48","5,550.86","55.43M","0.10%"
"Jul 12, 2019","5,572.86","5,559.16","5,587.84","5,552.58","62.28M","0.38%"
"Jul 11, 2019","5,551.95","5,589.68","5,592.30","5,548.95","59.25M","-0.28%"
"Jul 10, 2019","5,567.59","5,562.44","5,606.18","5,557.66","62.66M","-0.08%"
"Jul 09, 2019","5,572.10","5,578.34","5,582.77","5,544.62","64.27M","-0.31%"
"Jul 08, 2019","5,589.19","5,580.26","5,598.97","5,572.77","56.69M","-0.08%"
"Jul 05, 2019","5,593.72","5,613.92","5,616.63","5,573.35","65.87M","-0.48%"
"Jul 04, 2019","5,620.73","5,622.80","5,629.79","5,613.03","47.60M","0.03%"
"Jul 03, 2019","5,618.81","5,579.24","5,618.81","5,579.04","65.25M","0.75%"
"Jul 02, 2019","5,576.82","5,578.38","5,582.91","5,556.76","69.66M","0.16%"
"Jul 01, 2019","5,567.91","5,584.13","5,611.28","5,567.91","72.84M","0.52%"
"Jun 28, 2019","5,538.97","5,491.17","5,545.06","5,486.28","80.40M","0.83%"
"Jun 27, 2019","5,493.61","5,508.38","5,511.22","5,465.62","70.58M","-0.13%"
"Jun 26, 2019","5,500.72","5,504.67","5,531.45","5,497.22","74.38M","-0.25%"
"Jun 25, 2019","5,514.57","5,499.82","5,523.57","5,499.65","69.69M","-0.13%"
"Jun 24, 2019","5,521.71","5,534.35","5,547.11","5,514.14","71.22M","-0.12%"
"Jun 21, 2019","5,528.33","5,534.43","5,582.24","5,518.39","186.45M","-0.13%"
"Jun 20, 2019","5,535.57","5,551.03","5,564.13","5,535.57","94.35M","0.31%"
"Jun 19, 2019","5,518.45","5,513.32","5,521.81","5,496.54","96.95M","0.16%"
"Jun 18, 2019","5,509.73","5,386.38","5,516.06","5,376.12","115.58M","2.20%"
"Jun 17, 2019","5,390.95","5,370.76","5,408.75","5,368.07","61.98M","0.43%"
"Jun 14, 2019","5,367.62","5,367.10","5,369.38","5,342.15","67.56M","-0.15%"
"Jun 13, 2019","5,375.63","5,361.60","5,392.51","5,353.11","71.45M","0.01%"
"Jun 12, 2019","5,374.92","5,379.15","5,394.85","5,358.81","73.50M","-0.62%"
"Jun 11, 2019","5,408.45","5,382.88","5,431.54","5,381.31","85.09M","0.48%"
"Jun 10, 2019","5,382.50","5,382.29","5,397.35","5,369.82","45.85M","0.34%"
"Jun 07, 2019","5,364.05","5,299.71","5,389.95","5,299.71","88.15M","1.62%"
"Jun 06, 2019","5,278.43","5,293.72","5,332.69","5,264.62","100.76M","-0.26%"
"Jun 05, 2019","5,292.00","5,271.26","5,306.83","5,265.60","85.57M","0.45%"
"Jun 04, 2019","5,268.26","5,204.22","5,278.91","5,191.61","104.12M","0.51%"
"Jun 03, 2019","5,241.46","5,171.61","5,241.46","5,152.30","85.04M","0.65%"
