"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 22, 2019","28,371.26","28,612.28","28,649.44","28,303.55","1.14B","-1.37%"
"Jul 19, 2019","28,765.40","28,585.15","28,809.59","28,551.20","1.30B","1.07%"
"Jul 18, 2019","28,461.66","28,393.04","28,511.65","28,376.50","953.65M","-0.46%"
"Jul 17, 2019","28,593.17","28,463.77","28,593.17","28,377.34","979.84M","-0.09%"
"Jul 16, 2019","28,619.62","28,583.93","28,634.65","28,489.41","1.06B","0.23%"
"Jul 15, 2019","28,554.88","28,303.36","28,567.25","28,071.19","1.36B","0.29%"
"Jul 12, 2019","28,471.62","28,401.87","28,603.87","28,399.66","1.24B","0.14%"
"Jul 11, 2019","28,431.80","28,347.86","28,582.69","28,347.86","1.10B","0.81%"
"Jul 10, 2019","28,204.69","28,245.09","28,311.78","28,144.87","1.04B","0.31%"
"Jul 09, 2019","28,116.28","28,299.73","28,312.97","28,080.73","1.26B","-0.76%"
"Jul 08, 2019","28,331.69","28,513.14","28,541.10","28,194.07","1.29B","-1.54%"
"Jul 05, 2019","28,774.83","28,785.53","28,880.58","28,714.92","873.11M","-0.07%"
"Jul 04, 2019","28,795.77","28,891.97","29,007.98","28,776.48","957.16M","-0.21%"
"Jul 03, 2019","28,855.14","28,781.97","28,891.89","28,721.21","1.33B","-0.07%"
"Jul 02, 2019","28,875.56","28,904.04","28,959.06","28,768.54","2.18B","1.17%"
"Jun 28, 2019","28,542.62","28,632.59","28,632.59","28,416.96","1.53B","-0.28%"
"Jun 27, 2019","28,621.42","28,352.94","28,621.42","28,287.34","1.73B","1.42%"
"Jun 26, 2019","28,221.98","28,046.16","28,267.98","27,985.98","1.48B","0.13%"
"Jun 25, 2019","28,185.98","28,447.96","28,470.10","28,066.13","1.91B","-1.15%"
"Jun 24, 2019","28,513.00","28,400.63","28,634.48","28,358.06","1.38B","0.14%"
"Jun 21, 2019","28,473.71","28,581.51","28,581.51","28,359.25","2.24B","-0.27%"
"Jun 20, 2019","28,550.43","28,308.85","28,563.08","28,258.02","1.88B","1.23%"
"Jun 19, 2019","28,202.14","28,224.87","28,224.87","28,022.49","2.14B","2.56%"
"Jun 18, 2019","27,498.77","27,289.70","27,584.12","27,201.02","1.60B","1.00%"
"Jun 17, 2019","27,227.16","27,252.45","27,503.10","27,227.16","1.53B","0.40%"
"Jun 14, 2019","27,118.35","27,180.74","27,275.88","27,051.75","2.09B","-0.65%"
"Jun 13, 2019","27,294.71","27,217.72","27,294.71","26,825.35","1.90B","-0.05%"
"Jun 12, 2019","27,308.46","27,603.12","27,603.12","27,222.03","1.92B","-1.73%"
"Jun 11, 2019","27,789.34","27,677.06","27,857.85","27,577.91","1.88B","0.76%"
"Jun 10, 2019","27,578.64","27,206.61","27,606.42","27,155.03","2.34B","2.27%"
"Jun 06, 2019","26,965.28","26,935.87","26,984.02","26,837.67","1.65B","0.26%"
"Jun 05, 2019","26,895.44","27,116.08","27,119.48","26,803.66","1.95B","0.50%"
"Jun 04, 2019","26,761.52","26,994.08","26,994.08","26,671.90","1.57B","-0.49%"
"Jun 03, 2019","26,893.86","26,909.71","26,968.10","26,735.48","1.77B","-0.03%"
"May 31, 2019","26,901.09","27,002.96","27,155.36","26,850.27","1.89B","-0.79%"
"May 30, 2019","27,114.88","27,319.25","27,319.25","27,020.73","1.94B","-0.44%"
"May 29, 2019","27,235.71","27,226.95","27,429.37","27,178.71","2.31B","-0.57%"
"May 28, 2019","27,390.81","27,274.83","27,490.55","27,230.09","3.14B","0.38%"
"May 27, 2019","27,288.09","27,239.08","27,371.35","27,105.22","1.30B","-0.24%"
"May 24, 2019","27,353.93","27,368.68","27,457.59","27,291.94","1.73B","0.32%"
"May 23, 2019","27,267.13","27,505.53","27,523.86","27,169.67","2.29B","-1.58%"
"May 22, 2019","27,705.94","27,753.54","27,828.81","27,640.62","1.76B","0.18%"
"May 21, 2019","27,657.24","27,671.40","27,915.16","27,598.06","2.30B","-0.47%"
"May 20, 2019","27,787.61","27,959.23","27,999.60","27,699.23","2.33B","-0.57%"
"May 17, 2019","27,946.46","28,428.00","28,428.00","27,909.73","1.98B","-1.16%"
"May 16, 2019","28,275.07","28,117.48","28,379.37","28,050.78","2.45B","0.02%"
"May 15, 2019","28,268.71","28,171.32","28,441.49","28,171.32","2.31B","0.52%"
"May 14, 2019","28,122.02","27,951.12","28,205.96","27,925.62","2.96B","-1.50%"
"May 10, 2019","28,550.24","28,462.34","28,833.45","28,203.22","2.50B","0.84%"
"May 09, 2019","28,311.07","28,839.35","28,891.11","28,281.98","3.00B","-2.39%"
"May 08, 2019","29,003.20","28,987.09","29,252.00","28,945.91","2.25B","-1.23%"
"May 07, 2019","29,363.02","29,313.58","29,480.04","29,156.45","2.06B","0.52%"
"May 06, 2019","29,209.82","29,342.38","29,384.01","28,956.47","3.02B","-2.90%"
"May 03, 2019","30,081.55","29,818.48","30,081.55","29,678.86","1.26B","0.46%"
"May 02, 2019","29,944.18","29,643.05","29,967.74","29,643.05","1.34B","0.83%"
"Apr 30, 2019","29,699.11","29,828.15","29,855.76","29,620.45","1.40B","-0.65%"
"Apr 29, 2019","29,892.81","29,730.85","29,917.11","29,639.38","1.29B","0.97%"
"Apr 26, 2019","29,605.01","29,513.08","29,672.79","29,504.14","1.45B","0.19%"
"Apr 25, 2019","29,549.80","29,667.52","29,849.70","29,535.20","1.70B","-0.86%"
"Apr 24, 2019","29,805.83","30,112.19","30,112.19","29,682.87","1.80B","-0.53%"
"Apr 23, 2019","29,963.24","29,782.95","30,055.94","29,755.87","2.07B","-0.00%"
